#[0]step() [1]time(s) [2]dL_dt(m^-2*s^-1) [3]chimin_beam_e() [4]chiave_beam_e() [5]chimax_beam_e() [6]x_ave_beam_e(m) [7]y_ave_beam_e(m) [8]x_std_beam_e(m) [9]y_std_beam_e(m) [10]thetax_ave_beam_e(rad) [11]thetay_ave_beam_e(rad) [12]thetax_std_beam_e(rad) [13]thetay_std_beam_e(rad) [14]thetax_min_beam_e(rad) [15]thetay_min_beam_e(rad) [16]thetax_max_beam_e(rad) [17]thetay_max_beam_e(rad) [18]chimin_beam_p() [19]chiave_beam_p() [20]chimax_beam_p() [21]x_ave_beam_p(m) [22]y_ave_beam_p(m) [23]x_std_beam_p(m) [24]y_std_beam_p(m) [25]thetax_ave_beam_p(rad) [26]thetay_ave_beam_p(rad) [27]thetax_std_beam_p(rad) [28]thetay_std_beam_p(rad) [29]thetax_min_beam_p(rad) [30]thetay_min_beam_p(rad) [31]thetax_max_beam_p(rad) [32]thetay_max_beam_p(rad)
215 1.07574420701404e-11 0.00000000000000e+00 8.77447816681962e-18 2.90679004821343e-12 1.45520851139303e-11 -4.11109174281967e-10 1.32298702884655e-10 3.32024365140480e-07 1.49285180816999e-08 5.90176387273053e-03 4.74148068527537e-02 7.76958918790322e-01 3.13510652242893e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 9.19504852832566e-18 2.89766084110451e-12 1.48162051704635e-11 6.84257025770893e-11 2.24274118328383e-10 3.20091809565506e-07 1.49506958771120e-08 -1.11924465327927e-08 2.08974343025297e-07 1.08522254745735e-05 1.06474410748824e-05 -4.30178259134811e-05 -4.93957814231773e-05 4.31217424824718e-05 4.86683404845763e-05
216 1.08074766844201e-11 0.00000000000000e+00 8.87192449924355e-18 2.89011058230628e-12 1.44835189176121e-11 -4.11826250488152e-10 1.38827094047916e-10 3.33052833386560e-07 1.49502384355215e-08 5.71094201187998e-03 4.81602819621853e-02 8.02655390585887e-01 3.13615424820700e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 3.00979551344976e-17 2.88100683380290e-12 1.47654182116623e-11 7.55483616324177e-11 2.35794255397525e-10 3.20179435330439e-07 1.49701771881739e-08 -1.25297449025248e-08 2.15817568138889e-07 1.08574985880359e-05 1.05567332721916e-05 -4.30178259099868e-05 -4.93957814230277e-05 4.31217424823095e-05 4.86683404844757e-05
217 1.08575112986998e-11 0.00000000000000e+00 1.20992110952641e-17 2.87392531577132e-12 1.43834473306531e-11 -3.85042020165171e-10 1.43533298036298e-10 3.34188466862722e-07 1.49660580857994e-08 5.35861350000114e-03 4.87070600849812e-02 8.30024840464934e-01 3.13691562542197e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.19473499400325e-17 2.86574684932950e-12 1.46372668937441e-11 2.53692132496486e-11 2.43061426753672e-10 3.20257702150029e-07 1.49915424103239e-08 -8.97223159839732e-09 2.19524617221383e-07 1.08631822990362e-05 1.04700639886459e-05 -4.30178259065374e-05 -4.79414863227402e-05 4.31217424821475e-05 4.80047692341373e-05
218 1.09075459129795e-11 0.00000000000000e+00 7.23690934567282e-18 2.85863756831127e-12 1.41833606621770e-11 -3.53996756029003e-10 1.43017289511901e-10 3.35301579392022e-07 1.49818915902807e-08 5.21723315675223e-03 4.87174166036160e-02 8.57307526739875e-01 3.13738394804344e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 2.94025050356053e-17 2.85084195197968e-12 1.45153896450694e-11 3.28845596742762e-11 2.55421186109803e-10 3.20344731889697e-07 1.50039624214244e-08 -9.09814632789662e-09 2.25832588010945e-07 1.08671063331113e-05 1.03796573515356e-05 -4.30178259031560e-05 -4.75229176427450e-05 4.31217424819871e-05 4.65358453609343e-05
219 1.09575805272593e-11 0.00000000000000e+00 1.16846033005265e-18 2.84499897023728e-12 1.41537754022889e-11 -3.63251645200169e-10 1.46275769343959e-10 3.36452007444656e-07 1.50019158990487e-08 5.26087555624830e-03 4.92876083205494e-02 8.86761670576733e-01 3.13760206618460e+00 -3.14159264273182e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 3.61843684673649e-18 2.83702222641728e-12 1.43056003697830e-11 2.86731441789422e-11 2.66843417852771e-10 3.20447886384376e-07 1.50185463911227e-08 -9.49225769141470e-09 2.31655310971940e-07 1.08722223833430e-05 1.02930464974708e-05 -4.30178258998588e-05 -4.63322923288480e-05 4.31217424818289e-05 4.65358453608414e-05
220 1.10076151415390e-11 0.00000000000000e+00 1.57214949803672e-17 2.83286409263077e-12 1.40709944423302e-11 -3.19372395795255e-10 1.49648029455954e-10 3.37614512547312e-07 1.50217244656211e-08 4.60180914459790e-03 4.93809153704645e-02 9.15448222228392e-01 3.13722963527420e+00 -3.14159264273182e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.52162528504899e-17 2.82446515377928e-12 1.42139681188555e-11 4.61245471428431e-13 2.77013155275652e-10 3.20536350730720e-07 1.50380559107977e-08 -7.91446757061006e-09 2.37112718604224e-07 1.08777869250948e-05 1.02094158197888e-05 -4.30178258966728e-05 -4.63322923286705e-05 4.31217424816700e-05 4.65358453607642e-05
221 1.10576497558187e-11 0.00000000000000e+00 1.25154064247595e-17 2.82258379210260e-12 1.38962826924855e-11 -3.05448719750747e-10 1.57302907775927e-10 3.38759805465078e-07 1.50470140073687e-08 4.18748409134293e-03 5.03396909991148e-02 9.42743472561463e-01 3.13657880293868e+00 -3.14159264273182e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.51161914140767e-17 2.81307438967073e-12 1.39948950699236e-11 -5.38132602600000e-11 2.91699235800872e-10 3.20656576811108e-07 1.50541213889375e-08 -3.83478896935835e-09 2.45313573396150e-07 1.08821664482491e-05 1.01250650953650e-05 -4.30178258936225e-05 -4.63322923285176e-05 4.31217424815141e-05 4.60494373622225e-05
222 1.11076843700984e-11 0.00000000000000e+00 1.20038269962147e-17 2.81222053260703e-12 1.37929851808288e-11 -2.82666984955809e-10 1.61483943059895e-10 3.40047990811833e-07 1.50700822640683e-08 4.43999730991654e-03 5.10499563439087e-02 9.68242530296128e-01 3.13573113238170e+00 -3.14159264273182e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 2.59681432157952e-17 2.80340121836391e-12 1.38670627985075e-11 -6.96545193425383e-11 3.03231469515902e-10 3.20726066350501e-07 1.50790331572013e-08 -4.49659701527595e-09 2.51346230358102e-07 1.08858790789040e-05 1.00488364911915e-05 -4.30178258907268e-05 -4.48138688034839e-05 4.31217424813581e-05 4.41112615562964e-05
223 1.11577189843781e-11 0.00000000000000e+00 7.95606578433827e-19 2.80301121445432e-12 1.36805086018088e-11 -2.62461336204963e-10 1.62626823578538e-10 3.41397389274738e-07 1.50853148620569e-08 4.76978836118404e-03 5.14018862647634e-02 9.91126704758341e-01 3.13459767828544e+00 -3.14159264273182e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 2.59807205883150e-17 2.79445803607749e-12 1.39012950044479e-11 -9.38982415139577e-11 3.10932628434975e-10 3.20798913420964e-07 1.50974285406389e-08 -2.19913958956894e-09 2.55025050745113e-07 1.08878990476033e-05 9.97018038303281e-06 -4.30178258880073e-05 -4.48138688033985e-05 4.31217424812032e-05 4.39006109744461e-05
224 1.12077535986579e-11 0.00000000000000e+00 6.76894860234039e-18 2.79417380990518e-12 1.36301469897983e-11 -2.64615367415342e-10 1.73523026734558e-10 3.42791574176505e-07 1.50995250974653e-08 4.89638748594829e-03 5.28783009392714e-02 1.01483576684063e+00 3.13349323115556e+00 -3.14159264273182e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 2.12075032929273e-17 2.78596722189073e-12 1.38639119567528e-11 -3.40942656375581e-11 3.20922125970660e-10 3.20887493506621e-07 1.51104735780492e-08 -7.68720207833034e-09 2.59698318230802e-07 1.08932154381202e-05 9.89157849309768e-06 -4.30178258854748e-05 -4.48138688033246e-05 4.31217424810500e-05 4.31851867818097e-05
225 1.12577882129376e-11 0.00000000000000e+00 5.48296684233118e-18 2.78473699970893e-12 1.35663969956225e-11 -2.37715017135035e-10 1.81425159722650e-10 3.44265421356879e-07 1.51094989718166e-08 4.80328739639635e-03 5.40495805323123e-02 1.04071788439032e+00 3.13223826056392e+00 -3.14159264273182e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 7.26868956921157e-18 2.77697379036606e-12 1.38394055339595e-11 -8.54807691561882e-11 3.35428788354129e-10 3.20978182111477e-07 1.51189383811016e-08 -4.91853628723421e-09 2.67357962771797e-07 1.08994468133078e-05 9.80991560050414e-06 -4.30178258831425e-05 -4.36814323335419e-05 4.31217424808960e-05 4.31851867817297e-05
226 1.13078228272173e-11 0.00000000000000e+00 3.43546378377176e-18 2.77663922549783e-12 1.33840271141748e-11 -3.02922902432973e-10 1.90159770959708e-10 3.45757435301368e-07 1.51190933449040e-08 5.48150207904296e-03 5.50021872043285e-02 1.06952165196285e+00 3.13097870700252e+00 -3.14159264273182e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 3.97861847856116e-18 2.76800489696108e-12 1.37667935320374e-11 -4.38937019330861e-11 3.43807384760933e-10 3.21047816822620e-07 1.51315865449984e-08 -6.36130720811282e-09 2.70026346390461e-07 1.09059037108186e-05 9.73388515672382e-06 -4.30178258810192e-05 -4.18451685926557e-05 4.31217424807457e-05 4.29242647245237e-05
227 1.13578574414970e-11 0.00000000000000e+00 1.66855047768576e-18 2.76848387113015e-12 1.32325916627917e-11 -2.35066430667714e-10 1.96356729554372e-10 3.47260145363421e-07 1.51295710841302e-08 5.23516491492894e-03 5.59425770341745e-02 1.09962885967422e+00 3.13000088280647e+00 -3.14159264273182e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 9.16535486473847e-18 2.76000994574204e-12 1.35972981046093e-11 -3.58832370531067e-11 3.47511439800107e-10 3.21157226577083e-07 1.51396495981833e-08 -7.06316430506969e-09 2.70829576320647e-07 1.09117119832973e-05 9.65617064680680e-06 -4.12279307980724e-05 -4.18451685922820e-05 4.31217424805943e-05 4.23427350192198e-05
228 1.14078920557767e-11 0.00000000000000e+00 1.14125136144077e-17 2.76132328732573e-12 1.30929291977036e-11 -2.65989882222545e-10 2.02359613593256e-10 3.48687219081374e-07 1.51420060827950e-08 5.27402022517168e-03 5.64907306625452e-02 1.13091724151869e+00 3.12929089194352e+00 -3.14159264273182e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 7.83417397392498e-18 2.75266648895721e-12 1.35293937916200e-11 1.27019943761168e-11 3.55365864425906e-10 3.21230751051949e-07 1.51565966443730e-08 -1.36607439346045e-08 2.73639288292038e-07 1.09173567700629e-05 9.58471372049157e-06 -4.12279307959386e-05 -4.18451685919796e-05 4.31217424804442e-05 4.23427350191411e-05
229 1.14579266700565e-11 0.00000000000000e+00 1.18564045822151e-17 2.75514679594062e-12 1.31286670899065e-11 -2.80315629537810e-10 2.09894864891078e-10 3.50023893046890e-07 1.51610939564823e-08 5.10162718815218e-03 5.71292083156547e-02 1.15901309582408e+00 3.12867401937779e+00 -3.14159264273182e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 4.86121475560637e-18 2.74645681185412e-12 1.34432850035409e-11 2.27219253315827e-11 3.60004131009914e-10 3.21275595011021e-07 1.51791234154455e-08 -1.44189922908257e-08 2.75034390606841e-07 1.09192040498180e-05 9.51911541624667e-06 -4.12279307938030e-05 -4.05823418321481e-05 4.31217424802954e-05 4.23427350190763e-05
230 1.15079612843362e-11 0.00000000000000e+00 1.13703919758268e-17 2.74900001361743e-12 1.30556994420136e-11 -2.37501625217726e-10 2.13918380049438e-10 3.51376661370292e-07 1.51830206008631e-08 4.81241762906497e-03 5.77861372435044e-02 1.18871247131523e+00 3.12843996071676e+00 -3.14159264273182e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 6.14578428065770e-18 2.74035972456420e-12 1.33699538085120e-11 -1.40352230747784e-11 3.69680291700817e-10 3.21341396538570e-07 1.52038092685379e-08 -1.00847396294767e-08 2.79561906815802e-07 1.09206624016813e-05 9.45624487316174e-06 -4.12279307916573e-05 -4.05823418319431e-05 4.31217424801452e-05 3.95263544558884e-05
231 1.15579958986159e-11 0.00000000000000e+00 8.28666627497032e-18 2.74401119516447e-12 1.30170687036700e-11 -2.21370377243238e-10 2.18475493634309e-10 3.52676580762923e-07 1.51964243624064e-08 4.58217908244331e-03 5.82940261205550e-02 1.21847715969712e+00 3.12868263589549e+00 -3.14159264273182e+00 -3.14159265357479e+00 3.14159264817939e+00 3.14159265357386e+00 3.90099421434976e-18 2.73553222506114e-12 1.32040313215787e-11 -2.60856761577923e-11 3.80997913449230e-10 3.21425563378371e-07 1.52190815067907e-08 -8.47224348225260e-09 2.84103388558373e-07 1.09195164294447e-05 9.39333470017976e-06 -4.12279307895050e-05 -4.05238812838784e-05 4.31217424799976e-05 3.95263544558425e-05
232 1.16080305128956e-11 0.00000000000000e+00 2.21459220735093e-18 2.73904945056954e-12 1.29076529171350e-11 -2.29736836139752e-10 2.31593389731637e-10 3.54044736505913e-07 1.52065715291118e-08 4.81619863094511e-03 5.99543310242370e-02 1.24848767837702e+00 3.12920898363283e+00 -3.14159264273182e+00 -3.14159265357479e+00 3.14159264817939e+00 3.14159265357386e+00 2.36090300377703e-18 2.73079669897059e-12 1.30109714112708e-11 -7.80861561926695e-11 3.87496157587494e-10 3.21513265469139e-07 1.52337142264003e-08 -4.84169626359600e-09 2.86102934876979e-07 1.09206767599622e-05 9.33087064772482e-06 -4.12279307873489e-05 -3.94367293782689e-05 4.31217424798488e-05 3.95263544558007e-05
233 1.16580651271754e-11 0.00000000000000e+00 2.81140802594406e-18 2.73334107061643e-12 1.27245145103577e-11 -2.51827843977784e-10 2.39616894266459e-10 3.55414577828552e-07 1.52239337674493e-08 4.83167426530811e-03 6.12432847460194e-02 1.27843748097052e+00 3.13047821946264e+00 -3.14159264273182e+00 -3.14159265357479e+00 3.14159264817939e+00 3.14159265357386e+00 3.00523682850867e-18 2.72608123896066e-12 1.28796715991528e-11 -4.66403628055782e-11 3.98584579207280e-10 3.21562942863180e-07 1.52522036254926e-08 -5.77646617471962e-09 2.90855980389545e-07 1.09203453572368e-05 9.27058615799138e-06 -4.12279307851812e-05 -3.94367293780251e-05 4.31217424797007e-05 3.95263544557648e-05
234 1.17080997414551e-11 0.00000000000000e+00 2.89592994559401e-18 2.72829458826620e-12 1.26643178405052e-11 -3.61124713141275e-10 2.48781337724076e-10 3.56931061961674e-07 1.52431800899262e-08 5.53667557686552e-03 6.24471135007099e-02 1.30931989741837e+00 3.13221672392020e+00 -3.14159264273182e+00 -3.14159265357479e+00 3.14159264817939e+00 3.14159265357386e+00 7.56235582733684e-18 2.72017123835233e-12 1.28101128533085e-11 4.00094628599080e-12 4.06674665584719e-10 3.21613228963286e-07 1.52709565042759e-08 -1.04756613797556e-08 2.93232842575252e-07 1.09175092763411e-05 9.21198980745512e-06 -4.12279307830121e-05 -3.94367293778043e-05 4.31217424795539e-05 3.89719258089177e-05
235 1.17581343557348e-11 0.00000000000000e+00 1.27602041172274e-17 2.72331964848476e-12 1.26387579197150e-11 -2.58457891277972e-10 2.54928795589136e-10 3.58406285030908e-07 1.52713317825125e-08 5.14770085016370e-03 6.30319242548438e-02 1.33928686528313e+00 3.13384567235905e+00 -3.14159264273182e+00 -3.14159265357386e+00 3.14159264817939e+00 3.14159265357386e+00 1.01359374835515e-17 2.71579664539979e-12 1.28119060659099e-11 -1.51598302005287e-11 4.16819701242414e-10 3.21671679719972e-07 1.52877776420728e-08 -9.21393898216514e-09 2.97522151047643e-07 1.09128587371498e-05 9.15583098080937e-06 -4.12279307808334e-05 -3.94367293776161e-05 4.31217424794052e-05 3.89719258088322e-05
236 1.18081689700145e-11 0.00000000000000e+00 3.11982454092953e-18 2.71784092696028e-12 1.25565024232263e-11 -2.58657512470600e-10 2.63818497134770e-10 3.59888275069817e-07 1.52877315200934e-08 5.08714166736192e-03 6.41211678027865e-02 1.36910469341506e+00 3.13513951597424e+00 -3.14159264273182e+00 -3.14159265357386e+00 3.14159264817939e+00 3.14159265357386e+00 7.03565210407013e-18 2.71041947129615e-12 1.27438079167464e-11 -1.15685625775566e-11 4.29582157456401e-10 3.21714845409303e-07 1.53043828965637e-08 -1.06338575511399e-08 3.02967797142308e-07 1.09077615029828e-05 9.09947790947795e-06 -4.12279307786488e-05 -3.78841182337442e-05 4.17637230366395e-05 3.89719258087652e-05
237 1.18582035842942e-11 0.00000000000000e+00 8.06538219146951e-18 2.71262652996504e-12 1.24647883247603e-11 -2.87258330559221e-10 2.76291369948734e-10 3.61407297938976e-07 1.53084187047605e-08 5.65116984932883e-03 6.53408020045420e-02 1.39951977615351e+00 3.13616668214102e+00 -3.14159264273182e+00 -3.14159265357386e+00 3.14159264817939e+00 3.14159265357386e+00 2.16304034117371e-18 2.70592662902932e-12 1.26908387417561e-11 -4.00642792365274e-11 4.41100881549109e-10 3.21768200253825e-07 1.53120717735219e-08 -8.09316945120458e-09 3.07747938080963e-07 1.08995028938301e-05 9.03960265457763e-06 -4.12279307764602e-05 -3.78841182336535e-05 4.17637230327963e-05 3.72237602990527e-05
238 1.19082381985740e-11 0.00000000000000e+00 6.98597700103808e-18 2.70549650082446e-12 1.23600802738067e-11 -3.22944035637062e-10 2.82310516266562e-10 3.62866032132986e-07 1.53212410971320e-08 5.86779582921530e-03 6.63995529152240e-02 1.42794788695687e+00 3.13682338822945e+00 -3.14159264273182e+00 -3.14159265357386e+00 3.14159264817939e+00 3.14159265357386e+00 2.72948467712527e-18 2.69963486630779e-12 1.26098495711852e-11 -4.56893498725070e-11 4.47792793629789e-10 3.21818693097998e-07 1.53179655534182e-08 -6.36178882994794e-09 3.10177972891590e-07 1.08937516676293e-05 8.97934707458786e-06 -4.12279307742603e-05 -3.73776275938489e-05 4.17637230293598e-05 3.68740917698823e-05
239 1.19582728128537e-11 0.00000000000000e+00 4.76585655175242e-18 2.69782396024062e-12 1.23331742158177e-11 -3.85850145091152e-10 2.89675357765312e-10 3.64383967106174e-07 1.53253214578555e-08 6.32681979604293e-03 6.72895148748968e-02 1.45562919527986e+00 3.13716247368292e+00 -3.14159264273182e+00 -3.14159265357386e+00 3.14159264817939e+00 3.14159265357386e+00 2.51764624952000e-18 2.69168935167341e-12 1.25133743245246e-11 -3.58845097333918e-11 4.53919169557193e-10 3.21895633831745e-07 1.53174350642928e-08 -1.00411038018035e-08 3.11917499467508e-07 1.08890088241154e-05 8.91622418475302e-06 -4.12279307720598e-05 -3.73776275937532e-05 4.10675585147997e-05 3.68740917697899e-05
240 1.20083074271334e-11 0.00000000000000e+00 2.18433042318652e-18 2.69160673349935e-12 1.22841540552230e-11 -3.68852892217290e-10 2.91719872403564e-10 3.65850058284612e-07 1.53474245805404e-08 6.30994457864725e-03 6.79543114702576e-02 1.48006379477387e+00 3.13686004028750e+00 -3.14159264273182e+00 -3.14159265357386e+00 3.14159264817939e+00 3.14159265357386e+00 3.76881856067586e-18 2.68499815717216e-12 1.23609393163602e-11 -9.40890605621712e-11 4.59487294253795e-10 3.22029827719149e-07 1.53271003262485e-08 -3.52162949278886e-10 3.14067739566101e-07 1.08798456761232e-05 8.85606418062917e-06 -4.12279307686896e-05 -3.69384468152434e-05 4.10675585070143e-05 3.62463138999576e-05
