#[0]step() [1]time(s) [2]dL_dt(m^-2*s^-1) [3]chimin_beam_e() [4]chiave_beam_e() [5]chimax_beam_e() [6]x_ave_beam_e(m) [7]y_ave_beam_e(m) [8]x_std_beam_e(m) [9]y_std_beam_e(m) [10]thetax_ave_beam_e(rad) [11]thetay_ave_beam_e(rad) [12]thetax_std_beam_e(rad) [13]thetay_std_beam_e(rad) [14]thetax_min_beam_e(rad) [15]thetay_min_beam_e(rad) [16]thetax_max_beam_e(rad) [17]thetay_max_beam_e(rad) [18]chimin_beam_p() [19]chiave_beam_p() [20]chimax_beam_p() [21]x_ave_beam_p(m) [22]y_ave_beam_p(m) [23]x_std_beam_p(m) [24]y_std_beam_p(m) [25]thetax_ave_beam_p(rad) [26]thetay_ave_beam_p(rad) [27]thetax_std_beam_p(rad) [28]thetay_std_beam_p(rad) [29]thetax_min_beam_p(rad) [30]thetay_min_beam_p(rad) [31]thetax_max_beam_p(rad) [32]thetay_max_beam_p(rad)
104 5.20359988509118e-12 9.74267445921338e+45 9.14329986400796e-18 1.32510334689034e-02 6.94939139374224e-02 -1.61488348039818e-11 -5.74453830971699e-13 3.10026709101917e-07 4.01832566015578e-09 2.49711157976744e-04 -3.87479982350199e-03 7.60964830645593e-02 3.14153801726976e+00 -3.14159265358259e+00 -3.14159265358954e+00 3.14159265358964e+00 3.14159265358854e+00 1.28409996224103e-17 1.32453353276303e-02 6.98561355556638e-02 2.27753929623658e-11 8.01922564682659e-15 3.10031671543232e-07 4.01643850006933e-09 -9.30379239315300e-10 -9.44404949497475e-10 7.66438521669844e-06 5.12569504309790e-05 -4.05244372390697e-05 -3.29270663103919e-04 4.18219904444888e-05 3.45378461247099e-04
105 5.25363449937090e-12 9.37915969025834e+45 1.12488988024001e-17 1.28154752438907e-02 6.97148394321973e-02 -1.60755751991401e-11 -3.96882320752561e-13 3.09996736650492e-07 4.08893484952255e-09 2.20908363898210e-04 7.63077753753312e-04 7.82277383649089e-02 3.14153448228746e+00 -3.14159265358239e+00 -3.14159265358841e+00 3.14159265358756e+00 3.14159265358732e+00 1.07628091632736e-17 1.28217021737484e-02 7.00292068819982e-02 2.28141116893521e-11 -4.77472257283121e-14 3.10002542573274e-07 4.08696597273812e-09 -1.01346866012578e-09 -4.24841129548476e-09 7.88538627492568e-06 5.07421578096777e-05 -4.09990470709869e-05 -3.32978278547064e-04 4.22172631161320e-05 3.35701960647990e-04
106 5.30366911365062e-12 8.99144871077274e+45 9.31909149493679e-18 1.23395182955972e-02 6.96561098162553e-02 -1.61831184275094e-11 -1.91494668153939e-13 3.09966118409351e-07 4.17329498886756e-09 3.05603576672324e-04 7.72919671845642e-03 7.62702110999343e-02 3.14150762898109e+00 -3.14159265356197e+00 -3.14159265358841e+00 3.14159265354293e+00 3.14159265358975e+00 5.53753584094536e-18 1.23377049271953e-02 7.01560963281760e-02 2.29043121843051e-11 -1.63216968472941e-13 3.09972634853428e-07 4.17135563892674e-09 -1.11950690264249e-09 -7.65300726885205e-09 8.09672826098977e-06 5.01977230389388e-05 -4.14035229713544e-05 -3.29069733436009e-04 4.25557579217713e-05 3.36308194446993e-04
107 5.35370372793035e-12 8.58737712014155e+45 1.42393092861016e-17 1.18283392001695e-02 6.97198514563191e-02 -1.60555689213442e-11 2.11505087026514e-14 3.09934917377118e-07 4.26985871692570e-09 3.22546781846378e-04 1.93438666906618e-02 7.99416540382706e-02 3.14138515419198e+00 -3.14159265358656e+00 -3.14159265358841e+00 3.14159265354225e+00 3.14159265358648e+00 7.80307960955645e-18 1.18216224370185e-02 7.02358825137543e-02 2.28128562722945e-11 -2.61451586288154e-13 3.09941654392916e-07 4.26805834354644e-09 -1.20755098377677e-09 -7.40411326851903e-09 8.30059866945488e-06 4.96214014029141e-05 -4.17375967059152e-05 -3.41189774990031e-04 4.28367242155883e-05 3.36030271879130e-04
108 5.40373834221007e-12 8.15717663295626e+45 1.21456591302036e-17 1.12966480028546e-02 6.99731419928150e-02 -1.62426768097707e-11 1.71936883074352e-13 3.09903113892823e-07 4.37937675958770e-09 3.97988335244839e-04 1.78523738993412e-02 7.81918928083085e-02 3.14139558012712e+00 -3.14159265352294e+00 -3.14159265358853e+00 3.14159265357963e+00 3.14159265358797e+00 1.42084476051255e-17 1.12907808852324e-02 7.03810830623585e-02 2.32249877811444e-11 -3.32044080510903e-13 3.09910331322619e-07 4.37771012970425e-09 -1.31390423433358e-09 -4.94270898124070e-09 8.49284283411716e-06 4.90285660548985e-05 -4.20299097189415e-05 -3.32193918937688e-04 4.30717623130686e-05 3.32458336720909e-04
109 5.45377295648979e-12 7.70416739815654e+45 1.44123685743727e-17 1.07455285603828e-02 6.99374306978183e-02 -1.62254769988608e-11 2.97325403344400e-13 3.09871237022315e-07 4.50063414767819e-09 3.56876536696643e-04 1.33887637221354e-02 7.99263590763721e-02 3.14146285974255e+00 -3.14159265356391e+00 -3.14159265358841e+00 3.14159265350565e+00 3.14159265358408e+00 1.95394494842243e-17 1.07427978618598e-02 7.03714820852281e-02 2.33007140484392e-11 -4.01239046146993e-13 3.09878575326549e-07 4.49925797898806e-09 -1.37475614861622e-09 -2.86445592257271e-09 8.67573310932778e-06 4.83914312997386e-05 -4.22656581411996e-05 -3.25711186599325e-04 4.32697043801771e-05 3.26157538549899e-04
110 5.50380757076952e-12 7.22805356566046e+45 2.37752480054734e-17 1.01738813901797e-02 7.02816373544206e-02 -1.62819784261614e-11 3.79705391808591e-13 3.09838673593664e-07 4.63439770330986e-09 4.04801214420370e-04 1.13832631099791e-02 7.93633197418290e-02 3.14147456527998e+00 -3.14159265358312e+00 -3.14159265358887e+00 3.14159265334012e+00 3.14159265358913e+00 1.81618665480307e-17 1.01708747183642e-02 7.05175507511081e-02 2.29165819016916e-11 -4.03819552605666e-13 3.09846424235910e-07 4.63335154953438e-09 -1.45645498086276e-09 -5.65785365269222e-10 8.84660813464819e-06 4.77178469288796e-05 -4.24525726002717e-05 -3.19003912282465e-04 4.34261632563067e-05 3.48202620067351e-04
111 5.55384218504924e-12 6.74051237216761e+45 2.18124388505913e-17 9.57541704520544e-03 7.02240974449452e-02 -1.62163773982017e-11 4.22829286801448e-13 3.09805681763260e-07 4.77960486502686e-09 4.03812527317677e-04 3.84160385072058e-03 8.34358152532400e-02 3.14148027274022e+00 -3.14159265355963e+00 -3.14159265358863e+00 3.14159265339594e+00 3.14159265358614e+00 8.01145435043720e-18 9.57446490575414e-03 7.05025055516670e-02 2.24760651598150e-11 -3.69819441183109e-13 3.09813914432296e-07 4.77894810470062e-09 -1.56351276326242e-09 1.63470766401185e-09 9.00902589364702e-06 4.69917940768725e-05 -4.25943932381321e-05 -3.46958051447616e-04 4.35468702384452e-05 3.27446326736561e-04
112 5.60387679932896e-12 6.24573821862990e+45 1.89249206374485e-17 8.96602266999383e-03 7.03773532482492e-02 -1.58188412199775e-11 4.07298640652483e-13 3.09773028475669e-07 4.93669141015115e-09 4.27601756594866e-04 -7.96470618342678e-04 8.50924475040073e-02 3.14144285693919e+00 -3.14159265346243e+00 -3.14159265358841e+00 3.14159265318667e+00 3.14159265358955e+00 1.21851938255088e-17 8.96680372864822e-03 7.04983332398080e-02 2.25635880070283e-11 -3.39472503211567e-13 3.09781302013534e-07 4.93654712638263e-09 -1.63326192360042e-09 3.96436543532211e-09 9.15903486060779e-06 4.62337645109358e-05 -4.27003139075300e-05 -3.47215418337048e-04 4.36516274836678e-05 3.22910594219477e-04
113 5.65391141360868e-12 5.75685248744719e+45 1.56522952394211e-17 8.35469733292241e-03 7.04724325490768e-02 -1.61794848390039e-11 3.40459485874484e-13 3.09738781923861e-07 5.10493316915202e-09 4.35268655716333e-04 -4.02815102417144e-03 8.73315625503222e-02 3.14143124748285e+00 -3.14159265348432e+00 -3.14159265358909e+00 3.14159265344819e+00 3.14159265358829e+00 2.09945062181279e-17 8.35350947266415e-03 7.06877130550599e-02 2.30979590920862e-11 -2.43902211978617e-13 3.09748406020960e-07 5.10485604352405e-09 -1.77022548585852e-09 5.78186132904575e-09 9.30097918919808e-06 4.54392097289830e-05 -4.27877375900256e-05 -3.51545947486527e-04 4.37280537065753e-05 3.37562312364787e-04
114 5.70394602788841e-12 5.27763578745141e+45 1.31088913292584e-17 7.74936956607664e-03 7.03934987756064e-02 -1.63350771534005e-11 2.50019120164075e-13 3.09704663729917e-07 5.28398303404159e-09 4.42359080117799e-04 -1.10531485484950e-02 8.93230060999394e-02 3.14143400489914e+00 -3.14159265347720e+00 -3.14159265358841e+00 3.14159265358683e+00 3.14159265358975e+00 8.46081901421537e-18 7.74721953757757e-03 7.07042315090912e-02 2.38528848168818e-11 -7.16278615624434e-14 3.09715012605051e-07 5.28426399530127e-09 -1.92050796313345e-09 7.36834944471749e-09 9.43114676202253e-06 4.46367613174242e-05 -4.28533546374051e-05 -3.35532765502928e-04 4.37886507805099e-05 3.36122340766165e-04
115 5.75398064216813e-12 4.81517110993650e+45 8.73424378779938e-18 7.15599443418955e-03 7.07072700565806e-02 -1.66668997719164e-11 1.71729604284815e-13 3.09670914614604e-07 5.47328909745781e-09 4.59929150063121e-04 -1.39817965861808e-02 9.63515764195064e-02 3.14143163567436e+00 -3.14159265353795e+00 -3.14159265358841e+00 3.14159265356895e+00 3.14159265358764e+00 3.16461822648660e-18 7.15318467911063e-03 7.09421054499556e-02 2.45616895221658e-11 1.27434171401119e-13 3.09681093998970e-07 5.47392400636227e-09 -2.08907710310399e-09 7.53257230681812e-09 9.55309647496792e-06 4.38208587763834e-05 -4.29065059408605e-05 -3.48404291446153e-04 4.38306441342613e-05 3.28459043919285e-04
116 5.80401525644785e-12 4.36804045413899e+45 1.32763246778731e-17 6.58042318297245e-03 7.07772247542884e-02 -1.65453874148437e-11 -5.19651832114880e-14 3.09636464914016e-07 5.67276098392209e-09 4.68959717743705e-04 -1.55676476896534e-02 9.96609564205656e-02 3.14146093719281e+00 -3.14159265331249e+00 -3.14159265358841e+00 3.14159265272961e+00 3.14159265357933e+00 4.99059135852160e-18 6.57833885930873e-03 7.10000081687725e-02 2.49000909151212e-11 2.02424060336812e-13 3.09647721947948e-07 5.67379162908829e-09 -2.18810607976466e-09 6.21791611058040e-09 9.66424091236734e-06 4.30107564164441e-05 -4.29474511861106e-05 -3.41183013303775e-04 4.38621078355400e-05 3.34429346160704e-04
117 5.85404987072758e-12 3.94026788584481e+45 1.68232574646025e-17 6.02506096407937e-03 7.07939472587716e-02 -1.66715550335810e-11 -6.88901893652842e-14 3.09602286397204e-07 5.88180782250720e-09 4.94433782834417e-04 -1.75931702498551e-02 1.03304989443960e-01 3.14143312951966e+00 -3.14159265276210e+00 -3.14159265358841e+00 3.14159265159634e+00 3.14159265358091e+00 4.71376493049001e-18 6.02362522951633e-03 7.06045872233680e-02 2.51671586275490e-11 1.66034682251094e-13 3.09613268513367e-07 5.88318463852068e-09 -2.30346184015654e-09 4.69930526601965e-09 9.76769641573901e-06 4.21941882101172e-05 -4.29780244259495e-05 -3.39321462344359e-04 4.38855836056004e-05 3.37711814792424e-04
118 5.90408448500730e-12 3.53236722531532e+45 9.20754789933564e-18 5.49357081984539e-03 7.08354596459138e-02 -1.78978004364805e-11 -5.27242629120022e-14 3.09567214438822e-07 6.10075094518778e-09 5.08608060184784e-04 -2.15053583398641e-02 1.05353853448859e-01 3.14133603097996e+00 -3.14159265332846e+00 -3.14159265358841e+00 3.14159265328294e+00 3.14159265358906e+00 1.33240535179161e-17 5.48978798351132e-03 7.12020537388017e-02 2.59278072145920e-11 2.51607995523371e-13 3.09579035924146e-07 6.10202071131582e-09 -2.39997962673891e-09 4.44005281494170e-09 9.86196468347184e-06 4.13899162734603e-05 -4.29993535293655e-05 -3.34157289706148e-04 4.39029646979080e-05 3.46903200061630e-04
119 5.95411909928702e-12 3.14825771789876e+45 6.75089742667390e-18 4.98252790002573e-03 7.10109945381514e-02 -1.57520515940673e-11 -1.44217836297286e-13 3.09531235647560e-07 6.32869906294353e-09 4.97587571193640e-04 -2.60201156540295e-02 1.06086333067297e-01 3.14116012575844e+00 -3.14159265270291e+00 -3.14159265358857e+00 3.14159265281950e+00 3.14159265358643e+00 1.16784888507834e-17 4.98065862499983e-03 7.11548451275013e-02 2.37847035428171e-11 3.87745644467059e-13 3.09544198308200e-07 6.32933545642481e-09 -2.34586809203677e-09 5.27379128915913e-09 9.94886726240214e-06 4.05868270974599e-05 -4.30151844549657e-05 -3.52525661390635e-04 4.39040284307890e-05 3.34135002525748e-04
120 6.00415371356674e-12 2.78824654075978e+45 1.10551580577129e-17 4.49516232531448e-03 7.11457466340528e-02 -1.69316455993472e-11 -2.61656999066705e-13 3.09495265849509e-07 6.56408275321516e-09 5.17597194982864e-04 -2.87718047038858e-02 1.09583979179321e-01 3.14096636515481e+00 -3.14159265150731e+00 -3.14159265358841e+00 3.14159265116853e+00 3.14159265358887e+00 9.96353579225949e-18 4.49459260793708e-03 7.08823178031238e-02 2.32625820801949e-11 3.70400118286074e-13 3.09507507462058e-07 6.56466647549953e-09 -2.44365925614695e-09 5.69483531096477e-09 1.00268085443860e-05 3.98050047391624e-05 -4.32481545461626e-05 -3.31746196707418e-04 4.39040284243597e-05 3.24836786201315e-04
121 6.05418832784647e-12 2.45596220644540e+45 1.12361886464542e-17 4.03319047182780e-03 7.09857012334368e-02 -1.75402868194643e-11 -2.50862415980084e-13 3.09456866616184e-07 6.80425304060283e-09 5.27917084617107e-04 -2.99623284285464e-02 1.12345241555280e-01 3.14073436152924e+00 -3.14159264820852e+00 -3.14159265358841e+00 3.14159265067805e+00 3.14159265357386e+00 7.31880153634753e-18 4.03193071641397e-03 7.05451362729601e-02 2.36853453312104e-11 4.28250059917397e-13 3.09469942084614e-07 6.80383438758522e-09 -2.62780454056724e-09 5.79327226707865e-09 1.00978327458953e-05 3.90307655262105e-05 -4.34922837452086e-05 -3.40713835985773e-04 4.39040284177464e-05 3.21102787204190e-04
122 6.10422294212619e-12 2.15002649661759e+45 9.22566513044075e-18 3.59973477153122e-03 7.06919035168884e-02 -1.76889260549350e-11 -7.86034527529442e-13 3.09416045243129e-07 7.03697464936447e-09 5.42791094615893e-04 -2.75017722540029e-02 1.13621110479496e-01 3.14049678281313e+00 -3.14159264320685e+00 -3.14159265358841e+00 3.14159264855934e+00 3.14159265358699e+00 2.23329219988069e-18 3.59666912115999e-03 7.00256764299141e-02 1.90891974999877e-11 5.45344385257951e-13 3.09427341444677e-07 7.03731309319576e-09 -2.57755639178484e-09 5.22201105283264e-09 1.01594594959303e-05 3.82737399742140e-05 -4.36834239228774e-05 -3.31098885221323e-04 4.39040284110099e-05 3.09796738527499e-04
123 6.15425755640591e-12 1.87187870163865e+45 2.68275476858246e-18 3.19470381736296e-03 6.98359490408143e-02 -1.81856683328094e-11 -4.12366396548631e-13 3.09377439030187e-07 7.26558026334488e-09 5.50687897784977e-04 -2.33125288037218e-02 1.16271311522845e-01 3.14036697040877e+00 -3.14159265036806e+00 -3.14159265358841e+00 3.14159265280840e+00 3.14159265358609e+00 4.10624936176709e-18 3.19137116955379e-03 6.98045118955134e-02 2.12775594650041e-11 9.85798728618760e-13 3.09387472968969e-07 7.26644814330484e-09 -2.82633997989793e-09 5.40076517757760e-09 1.02150008656267e-05 3.75288293581807e-05 -4.38471690873027e-05 -3.32415794355418e-04 4.39040284041621e-05 3.26613581006069e-04
124 6.20429217068564e-12 1.62135737408391e+45 5.85473866204394e-18 2.82003290310426e-03 6.88555366326001e-02 -1.50580802880554e-11 -2.95129120309304e-13 3.09343796619381e-07 7.49486048878157e-09 5.45938693320085e-04 -1.99648894248968e-02 1.18351221879871e-01 3.14023279743347e+00 -3.14159265233468e+00 -3.14159265358966e+00 3.14159264999540e+00 3.14159265358651e+00 6.45361998037110e-18 2.81591312070327e-03 6.86807534666056e-02 1.94600561212052e-11 1.58200469005722e-12 3.09353894110883e-07 7.49490108080672e-09 -2.83622788190274e-09 6.11925662392248e-09 1.02640627808524e-05 3.68212246838633e-05 -4.39703389422383e-05 -3.39622481933253e-04 4.39040283972140e-05 3.26011049315923e-04
125 6.25432678496536e-12 1.39765286109037e+45 3.43613546147610e-18 2.47620249194909e-03 6.75352726122875e-02 -1.24803573966763e-11 -1.73694941872285e-13 3.09316948405640e-07 7.72472831351372e-09 5.19468205156172e-04 -1.71434649324080e-02 1.22137735960822e-01 3.14006511482291e+00 -3.14159265296308e+00 -3.14159265358841e+00 3.14159265116110e+00 3.14159265358076e+00 2.46174004550803e-18 2.47107460610412e-03 6.76287348827768e-02 1.66488358793366e-11 2.27131166621256e-12 3.09328560526436e-07 7.72323113077840e-09 -2.87232564025626e-09 7.47508820597470e-09 1.03088065345828e-05 3.61415886380892e-05 -4.40564754787615e-05 -3.10279308205833e-04 4.39040283902028e-05 3.29961296225753e-04
126 6.30436139924508e-12 1.19818627129428e+45 3.68447133768199e-18 2.16298827279445e-03 6.66213028557756e-02 -1.34079449769661e-11 4.13081206428652e-13 3.09298360919341e-07 7.95547401530155e-09 5.20793723564598e-04 -1.37628173376819e-02 1.23687404928473e-01 3.13988313561716e+00 -3.14159265343046e+00 -3.14159265358841e+00 3.14159264773814e+00 3.14159265358398e+00 5.14878648334374e-18 2.15817809197956e-03 6.67705606604722e-02 1.63250320062173e-11 1.73623945724874e-12 3.09308994466332e-07 7.95231739504606e-09 -2.73341221248306e-09 5.92176167425130e-09 1.03480136684695e-05 3.55038872500241e-05 -4.41247447207894e-05 -2.97162867055649e-04 4.39040283831062e-05 3.37885315114272e-04
127 6.35439601352480e-12 1.02143013480689e+45 1.83507322389834e-18 1.88027675927666e-03 6.58691341485170e-02 -1.36774531849794e-11 7.16929140143764e-13 3.09286449534251e-07 8.18373221235358e-09 5.56119427349929e-04 -9.30339726638663e-03 1.26740402969791e-01 3.13973544493101e+00 -3.14159265266362e+00 -3.14159265358841e+00 3.14159265085113e+00 3.14159265358210e+00 9.09073622156881e-18 1.87677307916525e-03 6.61614849716131e-02 1.13275680721738e-11 1.93993499402297e-12 3.09299779410223e-07 8.18071829691068e-09 -2.70676824614983e-09 6.14141528018869e-09 1.03835962792614e-05 3.48942956275811e-05 -4.41776959485520e-05 -3.23515920162788e-04 4.39040283759628e-05 3.02436841184154e-04
128 6.40443062780453e-12 8.65376088268385e+44 1.63929489639012e-18 1.62686048615796e-03 6.50374223981859e-02 -1.28190228520084e-11 7.83721370041668e-13 3.09284700830975e-07 8.41020474176547e-09 5.59775583083282e-04 -6.11362992098008e-03 1.29429513512334e-01 3.13969532849973e+00 -3.14159265304804e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265358635e+00 3.85771160806762e-18 1.62460062447040e-03 6.54207959915441e-02 1.48900593644746e-11 2.17784184703947e-12 3.09295197641325e-07 8.40800533631438e-09 -3.02083323089206e-09 7.02872661056132e-09 1.04141719784827e-05 3.43199825823702e-05 -4.42151373081700e-05 -3.03723518402228e-04 4.39040283687671e-05 2.98882727884144e-04
129 6.45446524208425e-12 7.28727668467981e+44 4.05374801241179e-18 1.40067953766264e-03 6.40224634427609e-02 -1.54507272671521e-11 2.50341173312101e-12 3.09283744733345e-07 8.63649374905913e-09 6.25121857359383e-04 -3.66218455244863e-03 1.30030504307617e-01 3.13960711251046e+00 -3.14159265331076e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265358874e+00 9.22968824566858e-18 1.39917408803785e-03 6.44095309671791e-02 2.29883194361379e-11 1.84171523279379e-12 3.09300506650445e-07 8.63275787785748e-09 -3.66368554770731e-09 7.18775192642002e-09 1.04413933988308e-05 3.37673109502647e-05 -4.42418424315991e-05 -3.04437349939461e-04 4.39040283615202e-05 2.95780804765295e-04
130 6.50449985636397e-12 6.09781477683392e+44 4.34867885321536e-18 1.20003807172160e-03 6.29176654705305e-02 -1.49115389162442e-11 4.38478857878185e-12 3.09294903856475e-07 8.86077650460086e-09 6.47716379823080e-04 -1.96512532527562e-04 1.32150417555483e-01 3.13948345029449e+00 -3.14159265291783e+00 -3.14159265358841e+00 3.14159265220434e+00 3.14159265358369e+00 7.11147300443329e-18 1.19851235549580e-03 6.32329364924395e-02 3.45601982852942e-11 2.75759253918068e-12 3.09309964277127e-07 8.85768283350276e-09 -4.26047775969718e-09 1.09869431231334e-08 1.04645619457991e-05 3.32454004977133e-05 -4.42610390669953e-05 -2.89202238174800e-04 4.39040283542522e-05 2.94354531611131e-04
131 6.55453447064370e-12 5.06856388471197e+44 5.33966160654910e-18 1.02202549236631e-03 6.12257793618325e-02 -9.76484099282824e-12 5.71714437838574e-12 3.09308959948885e-07 9.08093445841569e-09 5.90049616378517e-04 2.98505813773903e-03 1.35245198641027e-01 3.13948100361198e+00 -3.14159265268956e+00 -3.14159265358920e+00 3.14159265235714e+00 3.14159265357817e+00 5.19431951747974e-18 1.02090270693346e-03 6.18050178035598e-02 2.87742091987461e-11 3.99638314720039e-12 3.09324523180939e-07 9.07720811502431e-09 -4.11407565614725e-09 1.47148022853562e-08 1.04845825478172e-05 3.27356786487043e-05 -4.42712788491276e-05 -2.65288583300539e-04 4.39040283469337e-05 2.90436936163513e-04
132 6.60456908492342e-12 4.18034380084339e+44 4.00257881192977e-18 8.65465253008872e-04 5.58377743135968e-02 -1.35255774136826e-11 6.98921193645998e-12 3.09334884004367e-07 9.29578366710322e-09 6.33663012006341e-04 6.20161827426911e-03 1.36952004998331e-01 3.13941696624494e+00 -3.14159265315989e+00 -3.14159265358841e+00 3.14159265114724e+00 3.14159265357386e+00 7.74395001561850e-18 8.64627722613738e-04 5.76106641171851e-02 1.71577005290570e-11 4.02219360855968e-12 3.09344333949420e-07 9.29184927342913e-09 -3.47411898956786e-09 1.64462615976523e-08 1.05015088362382e-05 3.22451726543543e-05 -4.42712824068790e-05 -2.80447377607643e-04 4.39040283396003e-05 2.76369628449365e-04
133 6.65460369920314e-12 3.42123875183339e+44 5.31629482867150e-18 7.28722771587235e-04 5.10613072093692e-02 -1.87006212331106e-11 8.79051215133947e-12 3.09366706433374e-07 9.50423638892846e-09 5.97183500576519e-04 9.24362344152628e-03 1.38888036813836e-01 3.13950394678336e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159265241555e+00 3.14159265358052e+00 6.44975629700844e-18 7.27713890294899e-04 4.99402740657984e-02 1.98197241819359e-11 3.55092749454472e-12 3.09383013719623e-07 9.49992961137749e-09 -3.53611046270225e-09 1.69800810684825e-08 1.05169850144057e-05 3.17661100136284e-05 -4.42712823621129e-05 -2.54048302980618e-04 4.39040283322416e-05 2.71479623159842e-04
134 6.70463831348286e-12 2.78024157938544e+44 4.59899454714174e-18 6.09621449258260e-04 4.42254038509898e-02 -8.42773936309223e-12 8.58257426138066e-12 3.09412436411243e-07 9.71257859262429e-09 4.62449849896709e-04 1.20191811692683e-02 1.40391354999258e-01 3.13965373839167e+00 -3.14159265267137e+00 -3.14159265358901e+00 3.14159265322582e+00 3.14159265357386e+00 6.22208286303755e-18 6.08477033736155e-04 4.37612309240451e-02 3.18587805924246e-11 3.46710792483103e-12 3.09435492087933e-07 9.70680026118072e-09 -4.21552363095014e-09 1.96359000936541e-08 1.05308524137960e-05 3.13157591145131e-05 -4.42712823167732e-05 -2.45687368983340e-04 4.39040283248552e-05 2.59749923832203e-04
135 6.75467292776259e-12 2.24527439390403e+44 4.08652104104758e-18 5.06611133584579e-04 4.18047168617123e-02 8.67925629424016e-12 9.22949342474737e-12 3.09472779563473e-07 9.91862456209091e-09 4.03960841625940e-04 1.48873079705872e-02 1.43089184656525e-01 3.13972843789581e+00 -3.14159265312705e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265358350e+00 5.67086235138177e-18 5.05494439883410e-04 4.19013644727321e-02 2.57496858742295e-11 2.43976204999002e-12 3.09491896421896e-07 9.91239888585803e-09 -3.67549684690730e-09 1.96272176101058e-08 1.05433411247628e-05 3.08822222584548e-05 -4.42712822710536e-05 -2.43933786317619e-04 4.39040283174705e-05 2.56670056399336e-04
136 6.80470754204231e-12 1.80189099508912e+44 2.70251779550668e-18 4.18374654638758e-04 4.11367733766144e-02 4.51999330384674e-12 9.19817572055759e-12 3.09538169961042e-07 1.01237963519798e-08 3.96496029381710e-04 1.70619414992498e-02 1.46613722047722e-01 3.13976749784905e+00 -3.14159265285943e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 4.96090361323882e-18 4.17005916586050e-04 4.07082558703396e-02 2.04697939891366e-11 1.07418207126590e-12 3.09557270496974e-07 1.01168258092293e-08 -3.43746335045586e-09 1.79725475363368e-08 1.05545160136925e-05 3.04699716551873e-05 -4.42712822249652e-05 -2.27951445916985e-04 4.39040283103085e-05 2.47390149831082e-04
137 6.85474215632203e-12 1.43712556610276e+44 2.94247677026235e-18 3.43295276348173e-04 3.98902219016746e-02 -2.89296978793181e-12 8.83136319175009e-12 3.09615762066137e-07 1.03225704540095e-08 4.05387644567696e-04 1.93566425140658e-02 1.48456504665607e-01 3.13973604204857e+00 -3.14159265300634e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357797e+00 5.31640526562922e-18 3.41712955857014e-04 3.96537266964524e-02 2.98359233594689e-11 -1.55648100878067e-12 3.09633947523446e-07 1.03164525215273e-08 -3.70877597476494e-09 1.33927771027495e-08 1.05648723616130e-05 3.00660718916940e-05 -4.42712821785809e-05 -2.17838135943849e-04 4.39040283029027e-05 2.30606837399755e-04
138 6.90477677060176e-12 1.13826914664819e+44 2.02925056654591e-18 2.79855728522467e-04 3.90824244764153e-02 6.10451085430000e-12 7.48679651529060e-12 3.09692715403112e-07 1.05155840202297e-08 4.35330028237062e-04 2.14148991409424e-02 1.50285466648524e-01 3.13959401465741e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 3.66235749775718e-18 2.78176180145786e-04 3.82817057747222e-02 3.09782514712594e-12 -3.16009446311517e-12 3.09710768290914e-07 1.05118362193857e-08 -2.33865033270115e-09 1.11985627769807e-08 1.05732771013905e-05 2.96744669445207e-05 -4.42712821319937e-05 -2.09564555436075e-04 4.39040282954910e-05 2.13234917765353e-04
139 6.95481138488148e-12 8.94370023357339e+43 2.14337264232575e-18 2.26614038448728e-04 3.75849758216849e-02 2.00336383827776e-11 4.17496062442999e-12 3.09782580320123e-07 1.07000248320363e-08 3.18297197089571e-04 2.24134325939754e-02 1.53181907447326e-01 3.13941392719908e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159264977652e+00 3.14159265357561e+00 3.74763005534096e-18 2.24907463852413e-04 3.74068135705889e-02 7.69209582152781e-12 -6.61564234381718e-12 3.09793861984892e-07 1.06968866617060e-08 -3.36878417410707e-09 4.83899408185580e-09 1.05805679700933e-05 2.92817864306239e-05 -4.42712820851648e-05 -2.01191228205118e-04 4.39040282880701e-05 2.01207267988884e-04
140 7.00484599916120e-12 6.96167803636533e+43 2.33667081565924e-18 1.82379675989944e-04 3.39297369000304e-02 3.66457651950651e-11 -5.62748376193332e-13 3.09877176075335e-07 1.08797740155881e-08 1.18397660543059e-04 2.32556837037250e-02 1.55644688800129e-01 3.13907486816802e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159264943580e+00 3.14159265358043e+00 3.74852475948745e-18 1.80694807681527e-04 3.51451479708366e-02 5.05233717062331e-12 -8.75455379471318e-12 3.09899813679780e-07 1.08744423096833e-08 -2.73218506691080e-09 1.07257480799152e-09 1.05877239159767e-05 2.88932745262024e-05 -4.42712820382084e-05 -1.94460433621526e-04 4.39040282806689e-05 1.91873570035107e-04
